,user,tweet,location,keyword
1279,Patrick Williams,"@ProjectLincoln Ad idea: In the 90 minutes Donald Trump will spend denying the pandemic at one of his rallies, 60 Americans will die of COVID-19.   That’s one of your neighbors - every 90 seconds - dead from COVID-19, while Donald Trump boasts that he has ended the pandemic. VOTE","Toronto, Canada",covid19
1280,Bacarra Municipal Police Station,"Daily marshaling and mobilization of BPAT's, Force Multipliers at cemetery to maintain minimum health standard to contain the spread of COVID-19 in Observance of UNDAS 2020. https://t.co/its1TFnhH6","Bacarra, Ilocos Norte",covid19
1281,Hi,Mexico just started their recovering plans for #Covid_19,,covid19
1282,Dan Costello: Anti-CCP Trade Lecturer Available,"@BillTufts @EconomicTimes Reliable trend data up to 2018. This covid19 period atypical, post 9/11 perhaps accelerated retirement schedules of older jets. 

Global aircraft fleet - average age of retirement 2005-2018
Published by E. Mazareanu, Aug 31, 2020

https://t.co/yV2Vh9fYwz",Open to Expat Extraction ,covid19
1283,Operation Black Vote,The denial that systemic race inequality has no bearing on the devastating impact that Covid-19 has had on BAME people - and will continue to do so -is wrong and immoral. The Gov and it’s very loud cheerleaders should hang their heads in shame. @TC_Africa https://t.co/5kiBzhOLUt,"London, UK",covid19
1284,Guam PDN,"Guam Del. Michael San Nicolas in a Facebook video Thursday said he's sick with symptoms of COVID-19, although he tested negative, and has decided to place himself in the government of Guam isolation facility. https://t.co/0fodHaxlON","Guam, USA",covid19
1285,Sambad English,#COVID19 claims 13 more lives in #Odisha in last 24 hours; toll mounts to 1297. https://t.co/LPiY90csPP,Odisha,covid19
1286,Abu Asim Azmi,".@AjitPawarSpeaks ji got to know that you have been tested positive for Covid19. 

In this time of pandemic Maharashtra needs you the most. We wish and pray for your speedy recovery.",Mumbai,covid19
1287,COVID-19 Global Cases,Citizens Loot Govt Storage Facility Packed With COVID-19 Palliatives In Calabar https://t.co/JOSVfrBrLC https://t.co/rOOTnTbvx6,,covid19
1288,Peter Smythe,"Holy shit. I had to check if what is claimed in this video  https://t.co/B63HbonEVr wasn't (quote unquote) ""Leftist Liberal Fake News"". Not actually that surprising, but it is real. https://t.co/AKFEhFVl3I https://t.co/vz7N8gkHx6","Near Eastgate Shopping Centre, Johannesburg, South Africa",covid19
1289,MANENDRA,"@Kurmanath Responsible people are in the society, particularly from political leaders from all parties  irresponsible behaviour towards spreading and curbing measures of covid19. Strict and stringent punishment should be awarded to those who are broke the rule without any discrimination.",India,covid19
1290,Dr Himanshu Mehta,"Have you been wondered what it is to get Covid amongst this pandemic? Dr. Vatsal Kothari giving us his expert advice from @KDAHMumbai
Tune in 7:30 pm today:
https://t.co/34a6zBTC2n

@anandpandit63 @VineetaDwivedi

#COVID19 #IndiaFightsCorona #COVIDVaccine #covidfighters #StaySafe https://t.co/FLkWbGHYp9","Mumbai, Maharashtra, India",covid19
1291,NEW DELHI,"Delhi records 5,673 coronavirus cases, highest single-day spike so far; death toll reaches 6,396 | via @indiatvnews https://t.co/wC9k3oYxTl",India,covid19
1292,☕🦇 FEARÁN ☆ #VOTETHEMOUT ☆ ✊🏿✊🏽✊🏻,"Yikes, welp. The first song I've attempted to write during #COVID_19 is... melancholy and melodramatic af.

In case I was at all worried about how punk-slash-emo I truly am, y'know. At heart.

#everythingisgonnabealright https://t.co/So3hOCinfL",Texas-616 🏳️‍⚧️ ʜᴇ⋆ᴛʜᴇʏ,covid19
1293,Xbox 🎮🎱♟️🏓,"@Reuters Trump is doomed. Among likely voters, 54% back Biden and 42% Trump. Biden has held a lead in every CNN poll on the matchup since 2019.

Trump failed on COVID-19 and to provide stimulus for struggling American families.
https://t.co/bsRTf9PHRk","Houston, TX",covid19
1294,Yale Tung Chen,SARS-CoV-2 Neutralizing Antibody LY-CoV555 in Outpatients with Covid-19 | NEJM #COVID19  https://t.co/s3V1Hn2keU,"La Paz, Madrid, España",covid19
1295,Ljubica Latinovic,"Fighting #COVID19 with care, kindness and respect. #togehter @laurenjoconnor @angepratt @LivLD @a_postovoitova @LeiliaDore @WHOWPRO https://t.co/tZrNi5Q6rI",Republic of the Philippines,covid19
1296,Joshua Sipeto,"#angamizacoronamachakoa 
#angamizacorona
#EUCovid19ResponseKE 
Don't be mislead by information that smoking will prevent you from getting #COVID19 . It's even risky to smoke and get the virus
@YEDNetworkKe @Amref_Kenya @Kituku2 @alfee @MOHA_made_ https://t.co/cBxlo34yhv","Machakos, Kenya",covid19
1297,EasyDesk,"In the first 5 months of 2020, Americans had a 47% increase in gaming device data usage and a 43% increase in phone data usage.

How did the quarantines affect your technology use?

#covid19  #gaming  #esports #iphone #data #streaming #amazon  #statistics https://t.co/uXvcDCkIhr",,covid19
1298,FSD Pilot 🇺🇸🛩🇺🇸,"How’s everyone doing? These are tough times. If you can make it through COVID-19, a stressful election, and a questionable market, you can make it through anything.","New York, USA",covid19
1299,1YOYO1,White House Claims Trump Ended COVID-19 Pandemic | The Tonight Show https://t.co/0xpfVzBk4X via @YouTube,"Shibuya-ku, Tokyo",covid19
1300,Ksserisapro,@FLOTUS @WhiteHouse Just a thought. Maybe the money used to decorate the White House could have been donated to a local children's charity? Covid-19 has been tough on US children.,,covid19
1301,Greata Vegetable,as #LongCovid #COVID19 is there life canges i mysterious ways. #Lockdown2 😇🤢🤮😷😇😷😇😷 https://t.co/Fidt2DNZSC,world,covid19
1302,UNDP Pakistan,"#UNDPinPakistan’s @PkUrbanplatform is hosting #CyclingSunday in #Islamabad to promote micro-mobility &amp; 🚵‍♀️bicycle-friendly cities. Join us &amp; wear your masks 😷 to protect yourself &amp; others from #COVID19! 

📍Jinnah Avenue from 7th Avenue Bus Station to D-Chowk

@dcislamabad https://t.co/Yhy2q01N01",Islamabad,covid19
1303,F A I L L A,"Covid is an STD*
Act accordingly. 

*Socially Transmitted Diseases
#COVID19 #MaskUp #WrapThatRascal
https://t.co/isvVDXoARp",Anarchist Jurisdiction,covid19
1304,Ramachandran,"@MarkCCrowley #Shakespeare said ""#Life is a social #drama"". This is an experiential journey in a barrier-free theater. During the pandemic #covid19 what is the new construct of this quote? ""#Digital life, if you will, is a #socialdistancing mellow-#dramatherapy in #Zoom-prov""? Anybody's guess!",Rural Activism & Management of Unicorns LLC,covid19
1305,Khaled Al-Shehari خالد الشّهاري,"An interesting article to read with relation to crisis translation. 
@CrisisTrans #translation #COVID19 #Qatar https://t.co/YUZCmkbiWP",,covid19
1306,GO VOTE 🇺🇸❤️‼️‼️‼️❤️🇺🇸,"Number 1 &amp; 2 issues in politics ARE Covid19 and Americans losing everything they worked for‼️‼️AGAIN our savings are stolen by @GOP  ‼️‼️

#DipshitTrump NO one cares about your fucking LIKES‼️‼️‼️‼️

NO one cares about your fucking EGO‼️‼️‼️‼️

#VoteThemOut 
#VoteBlueDownBallot https://t.co/qyja3UXSKq",United States,covid19
1307,Feminist Coven No. 1 Fanboy,"Yo, season three of Quarantine Covid-19 is really struggling... Who's writing this shit? https://t.co/NGSDKd9v4J","Texas, USA",covid19
1308,Canada in Japan,"Are you planning to celebrate Halloween in Tokyo?

Take note that Shibuya Ward is encouraging everyone to celebrate online due to COVID-19, and will be banning public consumption of alcohol between October 29 and November 1.

🎃🧙‍♀️🎃👻🎃🦇🎃🕷️🎃🕸️🎃💀🎃",Japan,covid19
1309,rest borg,"@noorzameek2018 @GotabayaR @SecPompeo This is not an international foreign policy by any means, any convention or protocol but predatory waffle, by a covid19 ridden foreign land where black citizens are killed by strangulation gun shots by their own police and security 👎",,covid19
1310,𝒀𝒖𝒈𝒂𝒏 𝓝𝓪𝓻𝓶𝓪𝓽𝓱𝓪𝓷,"🚨COVID PATIENT IDENTIFY🚨

🔳Five persons at the Explore Lanka, Kollupitiya also tested positive for Covid-19

#LKA #SriLanka #COVID19SL #COVID19LK #COVID_19SL #coronavirus #outbreaks #StayAtHome","Trincomalee , Sri Lanka",covid19
1311,Syed Atique Hussain Naqvi,"#WTO unable to lift trade barrier preventing development of #coronavirus vaccine. Are intellectual property rights bigger than human rights? What is intellect sans human, anyway? @amnesty 
#trade #Intellectualdarkness #vaccine #Health #healthcare 
https://t.co/o0xJZyNVMU","Dubai, United Arab Emirates",covid19
1312,Daily Post Nigeria,Champions League: Man Utd’s new signing tests positive for COVID-19 https://t.co/elMHN2eYKQ https://t.co/x4tTDIm5ik,Nigeria,covid19
1313,countrysidesingles,"As COVID-19 cases rise in Middle Tennessee, rural hospitals are being pushed to their limit  WSMV Nashville https://t.co/YbCXma1cm6",,covid19
1314,Enewsjammu,"Ladakh #Covid19 update
🔴 One death in Leh. Total in UT:74. Leh-36 &amp; Kargil-38
🟠 61 new cases in UT. Leh-58
🟢 107 Discharged in UT
🟣 Total Active Positive Cases in UT:642. Leh-513 &amp; Kargil-129
🟡 Screenings: 265-Airport, 82-Upshi &amp; 233-Khaltsi
🔵 610 results awaited https://t.co/vQNOsUfU4O","Jammu, Jammu And Kashmir",covid19
1315,norajane,"@MaryEM106 @ABC11_WTVD “Herd immunity is achieved by protecting people from a virus, not by exposing them to it.”   https://t.co/GqxhTi01yR","North Carolina, USA",covid19
1316,Thomas Czypionka,"Excellent thread!
#Covid_19 #aerosols #CCC #GGG https://t.co/GxaRqGFP34",Vienna,covid19
1317,Aakriti Rampal,"Outbreak of COVID-19 and worldwide lockdown situation has immense negative impact on world’s economy but environment has been positively impacted. Read about the impacts of Covid-19 on the environment.

https://t.co/RVcA0WhfD4
 #Lockdown2  #coronavirus  #COVID19  #environment",Delhi,covid19
1318,Zoheb Khan,"Deja Vu! Are we headed towards another lockdown in Nov/Dec in India? I hope not.
#COVID19 https://t.co/DKz9yt93k9","New Delhi, India",covid19
1319,JJWalsh 🌿⛩️🏝️🐱🌺,"What is the deal with this #magicthinking that the magic number of ""72 hours"" is key to protecting Japan from #covid19 infections I wonder..
Testing requirement to come to Japan- negative test within 72 hours
Short-stay business trip requirement new rule = within 72 hrs https://t.co/CHRunF8bsV",Japan,covid19
1320,Iɹou Suoʍɟlɐʞǝ ❄️,"@hbomax Would love to watch #kaleycuoco in #TheFlightAttendant 😁. Unfortunately I don't have @hbomax due to being out of work, thanks #COVID19. (Have cancer, can't work)

Hopefully things will change soon! It's worth paying the subscription to watch her! Even if it's just for one movie!",Florida-Hanging chad capital,covid19
1321,R. Scott Love,"Airborne transmission of Covid-19: A room, a bar and a class: how the coronavirus is spread through the air | Society | EL PAÍS in English https://t.co/pJvyeY0RYK","California, USA",covid19
1322,Roxie,"Superb explanations of #COVID19 transmission risk and mitigation, FYI  @Bob_Wachter https://t.co/CF545QJqF7",San Francisco Bay Area,covid19
1323,Tanmay Das,"#Odisha #COVID19 Report For 28th October
New Positives Cases 1617
In quarantine: 941
Local contacts: 676
Khurda district 222
Cuttack district 128
@NewIndianXpress @XpressOdisha",India,covid19
1324,Chris Lancashire,"@DrEricHadinata The disregard and ignoring evolving #Covid19 science is contemptible. All across the board, we talked about pandemic health response following medical experts. Rightly so.",,covid19
1325,Stewart 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇪🇺,@edinhelp 1/ ABSOLUTELY DISGUSTING!! Is @Edinburgh_CC so oblivious to the world outside its offices? There are people who have lost their jobs or have very low income because of this #COVID19 farce and they are feeling so low right now. You lot come along and start to harass or,North of the border!,covid19
1326,mason,Cutest kitten ever https://t.co/UP2oCOaQhz via @YouTube go make it viral ❤️ #Trump #WWENXT #coronavirus #COVID19fr #COVID19 #BidenHarris2020 #BidenCorruption #Election2020 #ElectionDay #NFL #4MoreYears #DonaldTrump #president #Adoptmetrades #HunterBiden #MarriedAtFirstSightNOLA,,covid19
1327,Salaam Action Network (SAN),"'I was considering dropping out of school because of this long holiday (Covid-19 lockdown) but i'm feeling motivated again to remain focus and committed to my education dreams. Thank you SAN for this training' 
Elizabeth Agot; P7, Bor Girls P/S
Thanks @CARE for the support. https://t.co/T9bkoOLgU9","Bor, Jonglei State",covid19
1328,Kashmir News,Union Government today said that the country's recovery rate among the #COVID19 patients has reached to 90.99%. More than 56 thousand #COVID patients were recovered during the last 24 hours. The total number of recoveries has reached over 73 lakh 15 thousand. https://t.co/q1wWH4gr9A,Gilgit ,covid19
1329,Donny Littleglen,"@punkpuffin Heard from a workmate who knows folk who were over there recently. Swedes running about with no masks,  acting as if #COVID19 never happened.",,covid19
1330,DoT India,@bhautiksheth The ringback tones regarding CoVID-19 are being played on the instructions of MoH&amp;FW for awareness of the public regarding COVID-19,,covid19
1331,Dimitri Strobbe,Bordet: our brand new COVID19 bike path.🤘🏼#maintain #brumob https://t.co/KyOeUcd8nQ,Brussels,covid19
1332,kushman45 twitch youtuber,i hate people who think the covid 19 pandemic is fake and imaginary those people definitely  have covid 19 dont at me,Toronto,covid19
1333,Ichimuntu,@PhillipMacloud @ckfoot @Bug_Food @NikiMags @MarkBichachi @burale1 @Kiplimohkemboi @jaxsea417 @kay_judie @Karimi_Karen @iamjeffmote @mungalambuvi #COVID19 ..&amp; this is Y they brot H'no..Control nothin else kenyans will have no privacy &amp; the GoK cn do what eva they wnt to u.🤷🏿‍♂️🤦🏿‍♂️ https://t.co/qq8EjrVQrT,,covid19
1334,🌸 Ricarda 🌸,"Germany #COVID19de update per 2020-10-28 01:24am

- overall 463.419 confirmed cases 
- daily increase of 13.161 new infections 
- so far 327.697 recovered 
- still active 125.601
- current number of deaths 10.121

#COVID19 #WearAMask #BetterTimesAhead https://t.co/T1oF1Wy3J2",,covid19
1335,R AS,"I have hypothermia and can pass through the temperature check trap for #COVID19 measures.

Maybe, I'm a dangerous person now...",JAPAN,covid19
1336,The Himalayan Times,A Covid-19 infected person died while undergoing treatment at the Pokhara Academy of Health Sciences on Wednesday night. https://t.co/s884EfP9Tt,"Kathmandu, Nepal",covid19
1337,nzherald,'You're an egg': Hilary Barry hits back at Fox News host https://t.co/NTyfEiZbVz https://t.co/g37qnPc6jY,New Zealand,covid19
1338,Ash Paul,"White House could have traced and contained its covid-19 outbreak. It chose not to: “It’s only unknowable if you don’t want to know,” former @CDCgov director @DrTomFrieden says. https://t.co/kdmP5e0Zyz via @BySheilaKaplan et al",United Kingdom,covid19
1339,CA_SnarkAttack,"@ArroyoEacid @EAntrobus84 @jareddiamond @jm_lozadar Here's how your 250,000 was reached...
Died WITH Covid or FROM Covid...
With the financial incentives to attribute FROM, the total is conjecture &amp; subject to scrutiny....

https://t.co/xuxihf9DNy","Sacramento, CA",covid19
1340,District Dhenkanal,"COVID-19 report of Dhenkanal District for 28-10-2020

Number of new Positive cases-45
Institutional Quarantine-Nil
Home   Quarantine-24
Local Contacts-10
In Hospital(Cuttack &amp; Bhubaneswar) -11

Block/ULB wise new Positive cases :","Dhenkanal, India",covid19
1341,Ross Clennett,"Covid-19 is affecting the hiring landscape with 38% of companies globally putting their recruitment on hold as a result of the pandemic and 17% reducing the number of planned hires this year, according to research released by @WeAreAMS https://t.co/RWmNps5Tl8 @SIADailyNews",Melbourne,covid19
1342,Desert ChiGuy,"@SportsCenter If #mlb is serious about COVID-19 the penalty has to be a stiff one. How about the player suspended for half a season without pay + 1m fine. As for the  Dodgers not taken proper measures to keep him distanced after notification, 1m fine + loss of a roster spot for 10 games.",,covid19
1343,Mordegai Pritchard wears a mask!,"@realDonaldTrump 1000 deaths a day! 1000 lies a day! Several SuperSpreaderEvents every day. 

VOTE LIKE YOUR LIFE DEPENDS ON IT!

TRUMP  IS GOING FOR HERD IMMUNITY on COVID-19 and HERD MENTALITY on everything else 🐑

 https://t.co/XpK1aNwP58",London,covid19
1344,🇬🇧 ᏁᎪᏆᎪᏞᎥᎬ #KBF 🇨🇦♒️,"@MattHancock @NHSuk And this is just how I feel about the coronavirus, its a parody, a joke and all lies. To hell with your fascism. https://t.co/yFZ6TDAIlq",New Forest,covid19
1345,𝒀𝒖𝒈𝒂𝒏 𝓝𝓪𝓻𝓶𝓪𝓽𝓱𝓪𝓷,"🚨COVID PATIENT IDENTIFY🚨

🔳Two persons at the #Elephant House Head office, #Colombo tested positive for COVID-19

#LKA #SriLanka #COVID19SL #COVID19LK #COVID_19SL #coronavirus #outbreaks","Trincomalee , Sri Lanka",covid19
1346,Yale Tung Chen,Data suggests that more than 90% of seroconverters make detectible neutralizing antibody responses. These titers remain relatively stable for at least 5 months after infection. #COVID19  https://t.co/X5QiEIDE4t,"La Paz, Madrid, España",covid19
1347,Mr_Do_Good,"@yayuzopanda @yodike @Amna_alsharaf @the_davidatta During the heat of covid 19, the entire country rose up to question what was happening in KANO state.  When cases of insecurity occur in the North, the entire country condemns it. Why are you guys always like this?",,covid19
1348,MVR,"14th International Chinh India Kids Film Festival
@_PVRCinemas
 
Venue 
PVR PACIFIC
Register Now as KIDS JURY
https://t.co/LTEN5st4C6
DATES
1st - 5th November 2020
4.10pm to 6.10 pm
@pacificmalld
 
Festival Theme
UNLOCK YOURSELF
#Lockdown2 #COVID19 #IPL2020 
#Kohli #Delhi https://t.co/CSfHP8irad",,covid19
1349,OA Sports,"COLLEGE FOOTBALL: UTPB pauses team activities because of COVID-19
https://t.co/9IJrVzc88O","Odessa, TX",covid19
1350,Daily Corona Recoveries,"5471271 people recovered from Corona today. Total Corona virus recoveries: 32081092 
 
 Source: WHO Situation Reports 
 #COVID19 #coronavirus #StaySafe",,covid19
1351,H & FW Dept Odisha,"Regret to inform the demise of thirteen #COVID19 positive patients while under treatment in hospitals. 
1. A 49-year old male of Bhubaneswar who was also suffering from Post MVR, Diabetes Mellitus &amp; Hypertension.","Bhubaneshwar, India",covid19
1352,JaYalaAnyikoWuodNyakakan,"@BenjiNdolo @JerotichSeii Kwa bahati mbaya uki ugua hayo magonjwa mengine kando na #COVID19 pia tu tangaazie!! Am sure if it would be HIV+v ,you would’t be informing us this first","Mombasa, Kenya",covid19
1353,Mordegai Pritchard wears a mask!,"@ChrisCuomo 1000 deaths a day! 1000 lies a day! Several SuperSpreaderEvents every day. 

VOTE LIKE YOUR LIFE DEPENDS ON IT!

TRUMP  IS GOING FOR HERD IMMUNITY on COVID-19 and HERD MENTALITY on everything else 🐑

 https://t.co/XpK1aNwP58",London,covid19
1354,Radio Punchline Africa,"#RadioPunchline 

President Uhuru Kenyatta has convened a stakeholder meeting next week following a recent resurgence of COVID-19 cases.

On Wednesday, Kenya reported its highest caseload yet, with 1,018 confirmed cases, bringing the country’s total to 51,851.
#Kenya #covid19Ke https://t.co/XJwVc1LmQ5",,covid19
1355,"Tara Imani, AIA ASID","Forgive the graphics. But, who are these people? cc: @60Minutes @SharylAttkisson @VRSVirginia @VickyPJWard @CNN @JoelCRosenberg @NewYorkFBI @jaredkushner @CIA @Presidency_Sy @IsraeliPM , et al @billmaher @BillClinton @MichelleObama 

#Election2020 #4MoreYears #NWO #COVID19 https://t.co/O3AobfCysJ","Texas, USA",covid19
1356,Debby Willsey,Every week when I watch #theconABC and they show clips from @GMA it’s feels crazy to see how close they all sat together before COVID-19,,covid19
1357,Pudge and Co.,The one true counter to COVID 19 https://t.co/P1pstdp96p,,covid19
1358,Allan,"Covid19 is real it affects all , the old youth and children keep safe wash hands wear mask and eat well to improve body immune system 
@YEDNetworkKe 
@Amref_Kenya 
#angamizacoronamachakos https://t.co/1Wm6t6gozf",Africa,covid19
1359,Goutam Kunal,"Virtual classrooms is the best option now
https://t.co/EbZC13SJG4
#virtuallearning #classesonline #covid19 #byjus #education",,covid19
1360,BM,‘Drunken political frat parties’: Trump acts like Covid-19 doesn’t exist at rallies https://t.co/R4GmkMbljl,"New Haven, CT",covid19
1361,Rocky,"@nytimes A Trumps fridge has 233,000 dead bodies in it from Covid-19 we our turning the coroner’s corner not the corner that’s he says daily!","Baltimore, MD",covid19
1362,Jews Down Under - Shirlee 👩🏻,"For those who think Covid19 is nothing.
Nearly 20% more Israelis died in September 2020 vs. 2019 https://t.co/zK15bYDSia",Sydney. Australia,covid19
1363,Bean & Sprout's Mom,"@lilykittycat99 @realreporter @matpVI @freespiritus Ah yes they included critical care as well. My paste isn't working so I can't post link. G&amp;M Mar 27 ""BC should have enough beds and ventilators for covid-19 patients""","Vancouver, British Columbia",covid19
1364,Emmy Scott,Today there are 6 new cases of COVID19 on the Winnebago Reservation in Nebraska. There are 17 active cases and 25 households in quarantine. The total is 159.,Winnebago Rez in Nebraska,covid19
1365,G Paziuk,@jacknicklaus Where is healthcare Jack?  What about mass kidnapped children Jack?  What about a Secretary of Education who is the antichrist of public education? What about no plan for Covid-19? What about a govt. that doesn't give a damn about the environment? The 'what abouts' are endless.,North of 60 Canada,covid19
1366,Mordegai Pritchard wears a mask!,"@JoeBiden 1000 deaths a day! 1000 lies a day! Several SuperSpreaderEvents every day. 

VOTE LIKE YOUR LIFE DEPENDS ON IT!

TRUMP  IS GOING FOR HERD IMMUNITY on COVID-19 and HERD MENTALITY on everything else 🐑

 https://t.co/XpK1aNwP58",London,covid19
1367,mike lee,Trump didn’t care. He told them; I don’t care if you break the law @potus told them. I’ll pardon you. Said he knew about the Covid-19. He told Jarred; We are going to separate from the Doctors. Then we are going to focus on the Economy&amp; The Stock Market; I DONT WANNA 👂🏻 ABOUT IT,,covid19
1368,India TV,"Bengal asks medical establishments to send list of workers to be given COVID-19 vaccine

https://t.co/19Y7joXkw7",India,covid19
1369,One News Page,Trump sticks to rallies as COVID-19 roars back: https://t.co/zizhfC6Uxr   #Wisconsin,"New York, USA",covid19
1370,Live Law,"On the last date of hearing, #CJI pulled up the Centre for filing a shoddy affidavit on the issue and called it an “evasive exercise”, asking the Solicitor General as to how a Junior Officer could have denied any incident(s) of alleged ‘bad reporting’.
https://t.co/uqXCSigpvN",India,covid19
1371,Geoff Pilkington,I guess the takeaway here is despite the fact that bats likely gave us Covid-19 the least they can do is now teach us how to social distance.  https://t.co/X2m5DpZYs8,Los Angeles,covid19
1372,Black_Gold🌞🌍🦁💋,DOJ investigating veterans nursing homes in New Jersey where 192 have died from COVID-19  https://t.co/5rgrkAPp32,"Duluth, GA",covid19
1373,abednego,Loic Sumfor   All We Need https://t.co/RsEjoWxTAZ via @YouTube. No COVID-19 in Africa only stupid people people in power. God help us.,,covid19
1374,"Field Outreach Bureau, Kathua(J&K)","#IndiaFightsCorona: 

📍Important guidelines for Staff and Visitors in Banks/ ATMs to prevent the spread of #COVID19. 

#IndiaWillWin #StaySafe #Unite2FightCorona https://t.co/Nn2FUZjvTV https://t.co/BIhuwMg7JI",,covid19
1375,William F. Nationalist,"A virulent virus like COVID19 will eventually infect every geographic population that has previously avoided it. 
“Sheltering in place” is another term for avoiding the inevitable. 
This will run its course as every other virus in history has, with or without a vaccine.",A bunker in Orange Co. CA ,covid19
1376,Tarek Arab FRCSC FACOG,@piersmorgan No such thing as a second wave. And the fatality rate of Covid 19 is less than flu for under 70’s https://t.co/yaEimApRzk,  Instagram:drtarekarab,covid19
1377,Noemi L. Dado,Thinking of my loved ones and friends  . Be safe everyone &gt; France and Germany thrust into lockdown as second COVID-19 wave sweeps Europe   #COVID19  https://t.co/AIC7DFaDjS,"Makati City, Philippines",covid19
1378,Mordegai Pritchard wears a mask!,"@realDonaldTrump 1000 deaths a day! 1000 lies a day! Several SuperSpreaderEvents every day. 

VOTE LIKE YOUR LIFE DEPENDS ON IT!

TRUMP  IS GOING FOR HERD IMMUNITY on COVID-19 and HERD MENTALITY on everything else 🐑

 https://t.co/XpK1aNwP58",London,covid19
1379,CUP Opinions,The public omplications of presidential illness: Trump’s COVID-19 diagnosis in perspective https://t.co/h5Hrngw2mq Opinions – The Gauntlet,,covid19
1380,myanmarinformation,"COVID-19 National Committee gets cash assistance
https://t.co/J5bGUrXmWT https://t.co/5z5gGCMVIu",Myanmar,covid19
1381,Sambad English,"#Odisha reports 1617 fresh #COVID19 infections.
Here're district-wise figures.

https://t.co/Brs6BemcCB",Odisha,covid19
1382,LivingLife2009,"How many more deaths due to  #COVID19 in the USA? And we’re rounding the curve?!? 💔💔💔
#TrumpVirusDeathToll230K",,covid19
1383,ᴮᴱHeather⁷ 💜,"@BTS_twt TO_BTS To_Jungkook BTS came to me in the time of COVID-19 and as a healthcare provider, BTS helped me cope with what was happening, meet new friends, connect with old friends and for a moment just lay back listen to some music and forget about the world's troubles.","St Louis, MO",covid19
1384,Monty 🐼🌈,"@RepelloMuggles There is a caveat. The vaccine is in trials in both India n UK. If UK shows promising results, serum institute is planning to file for emergency approval with drugs controller. Even without this, the expected time is by January
https://t.co/bKcDxStbuX
https://t.co/H2pRRbor3N",India,covid19
1385,ffbom,"Then the duo broke into Meat Loafs ""Paradise By The Dashboard Light,"" to the delight of the mostly COVID-19-infected crowd in attendance. https://t.co/WETdOgRsXJ",,covid19
1386,SammyRock,"@SamsonKasumba ""When they feel...."", Who r they? This's covid19 era. We're told to use social media to reach our voters by intellectually campaigning for candidates with ideas that correlate. Then why this hullabaloo? This's election time! Everyone is working hard to win voters on his side!",,covid19
1387,Angelofjustice9 🕊😇⚡💛🌞,"@PerezRain1 @ossoff It is heartbreaking as many don't understand their insurance coverage, ACA, pre existing, or medical coding. Until experienced and now with so many ill,  positive covid-19,  so many without insurance, lost insurance and unemployment they are learning quick",🏰 Cloud 9 Alis volat propriis,covid19
1388,Mordegai Pritchard wears a mask!,"@ananavarro 1000 deaths a day! 1000 lies a day! Several SuperSpreaderEvents every day. 

VOTE LIKE YOUR LIFE DEPENDS ON IT!

TRUMP  IS GOING FOR HERD IMMUNITY on COVID-19 and HERD MENTALITY on everything else 🐑

 https://t.co/XpK1aNwP58",London,covid19
1389,PRITISH PANJA HIREY,"@AmitShah @narendramodi @narendramodi @AmitShah 
Good job Sir....
How beautifully you and your right hand Mr. Amit Shah has tackled the Covid-19 situation is just awesome...

Mr. Amit Shah is your real master strategist..",,covid19
1390,Wreck'd Noose,"“COVID-19 has shone a real spotlight on equalities in health and systemic gaps resulting in inequities,” Tam said ...

Canada’s top doctor outlines ‘uncomfortable facts’ on coronavirus inequalities - National | https://t.co/TF6yByaVgn https://t.co/KhtGeFlBxF","Calgary, Alberta",covid19
1391,Debbie McKnight,"Truer words can't be spoken!! This world isn't a very nice place to be in.
With Black Lives Matter trying to get the world to end the racial war. This should've happened back in the 60's with Martin Luther King. Now Covid19 killing thousands! Kindness goes a long way.🖤👍👍👍 https://t.co/gi2jOgp5xh",Toronto Ontario Canada ,covid19
1392,Samuel Richard,"I woke up still think about juve's match last night, foolish people instead of them to say they have covid 19 😭",Far Far Away,covid19
1393,Oma Akatugba,SOLSKJAER CONFIRMS TELLES HAS TESTED POSITIVE FOR COVID-19 https://t.co/v8LitV6Ypb,Germany 🇩🇪,covid19
1394,NBCWashington,A Northern Virginia company developed a smart biosensor that can detect COVID-19 in the air with help from jellyfish. https://t.co/lbCZmxdaUj,"Washington, D.C.",covid19
1395,Balwan Agro Industries,"Thanking all the Dharti-Putras for their relentless support and passion, even amid Covid-19 pandemic and flooded farms.
#JaiJawaanJaiKisaanJaiBalwan
#farm #farmlife #nature #farming #photography #love #farmer #travel #agriculture #country #organic #food #instagood #farmhouse https://t.co/5975PqhD7N",,covid19
1396,Inner Umpire,@cyndigo @chrisvanderveen @KyleClark Try this link: https://t.co/8so5NqMxKU and go to Outbreaks. It hates my phone so I can’t screen shot it properly for you but here is a peak: https://t.co/ULlcOmM2L0,"Colorado, USA",covid19
1397,recalcitrate,France and Germany thrust into lockdown as second COVID-19 wave sweeps Europe https://t.co/KJY8Y129kZ,Georgia,covid19
1398,Jonathan Scales,Thank you @BillPlaschke for your honest and heartwarming story of what COVID-19 can and will do to any humans that contract this deadly disease. Hope you’re doing much better now. May God bless you. @latimes https://t.co/0vW9bpbxQB,"Chicago, IL USA",covid19
