,user,tweet,location,keyword
296,𝚁𝚘𝚋𝚋𝚒𝚎 𝙷𝚘𝚌𝚔𝚜𝚝𝚎𝚝𝚝𝚎𝚛,"“So uh.. asking for a friend.. what’s the best way to lay low when you have a warrant in like, a bunch of states for arson..?”",*POSSIBLE TRIGGER WARNINGS*,arson
297,"Truth is now ""anti-Semitic hateful content""","Germany's top Covid-19 research body firebombed overnight in possible politically motivated arson attack – police

https://t.co/agFPnkEo1T",FEMA Region 7,arson
298,nyx,opinions on arson,the desert,arson
299,razzledazzle,@_maryssasilva Did any other camera’s capture Joshua DelaCerda at heights arson fire?  Which other fires is he linked to?,"Houston, TX",arson
300,Papaldh,"@MSNBC  @realDonaldTrump @DonaldJTrumpJr @CNN @IngrahamAngle @FLOTUS @JesseBWatters @FoxNews 

we need a President that will keep us safe....one that will not tolerate rioting....looting and  arson..... https://t.co/GLaKE1lIuv",,arson
301,The United Plates of America,My 2 favorite social lubricants: massage and arson. https://t.co/szY8OBMmz2,On your rear bumper,arson
302,Roc | Memento Mori,#eretdress my screenshots kinda suck but this stream? immaculate https://t.co/vFA8IaVbaL,they/he/she 🦴 15 🦴 white,arson
303,JP Best Lawyer WATCH OUT!,@JokeHartzler I think @Nateorious10 does home arson professionally,"Dallas, TX",arson
304,David Ritter,"National Guard coming to Philadelphia. 9pm curfew and Police are out, there are some who are ignoring the curfew. Bigoted Dem Mayor Kenney acting differently this time because of the election. Last time....peaceful rioting looting and arson.",,arson
305,mae⚕️still spooky,prime isn’t working i will commit arson,ravenclaw common room ⚕️,arson
306,alchemist says CORPSE SUPREMACY LETS GOOOOOOO,if god hates the gays why do we keep WINNING #strawberrydress  #eretstrawberrydress,underground,arson
307,KLNews,"@THR       Ballot drop box in LA County set on fire, prompting arson investigation

https://t.co/CQiFq8Mo0H","Jefferson City, MO",arson
308,KLNews,"@stlouisnews        Ballot drop box in LA County set on fire, prompting arson investigation

https://t.co/CQiFq8Mo0H","Jefferson City, MO",arson
309,KLNews,"@msnbc
Ballot drop box in LA County set on fire, prompting arson investigation

https://t.co/CQiFq8Mo0H","Jefferson City, MO",arson
310,KLNews,"@MSNBC    ..Ballot drop box in LA County set on fire, prompting arson investigation

https://t.co/CQiFq8Mo0H","Jefferson City, MO",arson
311,✨josé vampiro🦇✨,@ih8may arson is the only answer,,arson
312,rose,@goodnightcomet can we commit arson well we are at it,m a f b 17 they/them,arson
313,——𝘿𝙀𝘽𝙀𝙎𝙏𝙀. 🔥,arson is next on the list.,"mun is sebbie, 17, he/they ",arson
314,C3RT1F13D_DUM8AZZ,"@realCurtGrim @WorshipLordElmo bet
*commits arson*",1 M1GHT 83 AZL33P!!!!!!!!,arson
315,sorrel,this is literally sk funny “any harm it’s caused” bro it was a joke you didn’t commit arson https://t.co/y0Iqrpl1oP,@bcyangel | he/him,arson
316,DefKon1,"@MrAndyNgo Good! Now charge DA Schmidt with Aiding and Abetting Felony Riot, Arson, Assault, and Murder...oh, and VOTE TRUMP!🐸🇺🇸",,arson
317,diana ✰ lawyer arc,@lxvelisi he better not commit arson https://t.co/w8caOjG6hx,she/her • 🇨🇴🇻🇪 • ,arson
318,Christopher Loflin,"So is theft, destruction of public property, arson... https://t.co/6yyUswOl1J","Tempe, AZ",arson
319,Roc | Memento Mori,i love eret,they/he/she 🦴 15 🦴 white,arson
320,spookbina,I would commit arson to be able to go to one specific Harris Teeter right now. I could go. I could drive 3 hours and go.,,arson
321,thedailyjournal.com,Investigators: Brandon Adams started blaze that killed two brothers at East Camden apartment building https://t.co/XMdBmgBBHe,"Vineland, NJ",arson
322,sage (wants pussy),@arsonsltz arson is hot,gravity falls but BLM ACAB ,arson
323,『𝕐𝕦𝕜𝕠』ᵉⁿ ᵉˡ ᵇᵘᶜˡᵉ ᶦⁿᶠᶦⁿᶦᵗᵒ ᵈᵉ ˡᵃ ᵖᵉʳᵈᶦᶜᶦᵒⁿ,"@Bullet_Arson Thanks, i just read it and i'm so sorry, but also my love for Ray got bigger. He created a whole song dedicated to Leelah. I hope she's resting in peace &lt;3",Chile,arson
324,mello(official),@ughffection when i commit arson against angie 🤤,SHE/THEY 15|bre ,arson
325,Roc | Memento Mori,"""i'm just some dude who plays block game and bought an expensive dress who happens to be bi"" HELP ALSKDJSL",they/he/she 🦴 15 🦴 white,arson
326,lisa c,@latimes Could it of been arson,,arson
327,luvly 🧛‍♀️,normalize arson,,arson
328,Lazybean🐭❤️🇨🇳🇭🇰,"@benedictrogers @nathanlawkc @lukedepulford @Stand_with_HK @DemocracyforHK @hk_watch You stand with criminals charged by the HK government for felonies like illegal possession of firearms, arson, vandalism etc., who had abandoned bail, became stowaways, and captured by mainland police officers in the process of entering mainland waters illegally? 
Good for you.",Hong Kong,arson
329,angel pcy shooter,YEOLMAES WHO ARE WE STRANGLING TODAY WHHERE ARE WE GOING TO COMMIT ARSON TODAY WHAT THE FUCK,18| she/her,arson
330,Unite America First,"Civil Unrest, Looting, Rioting &amp; Arson https://t.co/xaGVwiclLs",United States,arson
331,molly²⁸ || VOTE.,@C0MM0NANGEL yes now lets commit arson on the school together,🏳️‍🌈 lesbian rights !!,arson
332,dan beadle,"@FOX29philly WE DO NOT NEED RIOTING AND LOOTING ,  AND ARSON.
WE NEED, FREEDOM, DEMOCRACY, AND JUBILEE
OVER THE ENTIRE NATION. 
ALLOW YOUR CHURCHES TO ORGANIZE IT. YOUR LOCAL
PTA CAN BRING CONTRIBUTING IDEAS TO
THE TABLE. BE CREATIVE
NOT DESTRUCTIVE.
🇺🇸🦅🇨🇦🌎🇮🇱","Plano, TX",arson
333,kyle: designated cult leader,girls will commit felony level arson and blame their star sign,New England and sometimes TX,arson
334,Billy crossroads,"@ChrisMurphyCT Biden Democrats  $5 gallon gasoline and HO Riots in street looting and arson no consequences , free medical care illegal immigrants amnesty!!!  Open borders taxes through the roof??  Nothing stops the Virus unless we have vaccinated!!! Illegal court justices and Russian own DemS",,arson
335,Arson/Bullet || Xe/Squir/They || 55 days,"i wish it was easier for me to tell ppl how i was actually feeling. ik i should be open with my s/o, but honestly? i'm scared i might upset xem or something. i don't want them to worry about me.",They / them & Xe / Xem (15yo),arson
336,MARINA GRAVES 🕷,FUCKER LEFT ME ON READ WHEN I ASKED AND IF THE MFKR IS IN PA IM GONNA COMMIT ARSON,415,arson
337,NCMan,"@J_Otundo @JRIIIDGD @whut_the_whut @ChatonMolly @girlscouts No, I’m scared the BLM movement is going to send African Americans back decades. As hard as it is to believe looting, rioting, and arson are traits of the regressive, not the progressive. And the BLM organization wants to disrupt the nuclear family structure. Basically, no dads",,arson
338,chanstoehair ◇ 1⁰0³9⁷,@chnmoans im abt to commit arson,17 she/her ,arson
339,VoDoo.Chang,"@Timcast @VaushV Well you told them to go do something.  So they are using the lefts tactics against them...
Would you prefer they riot and commot arson?",,arson
340,peyton (he/they) 🐀💥,Cops are bad bc they wont let me commit arson /j,ur dads fat cock,arson
341,Arson/Bullet || Xe/Squir/They || 55 days,"@intheloopofdoom TW // suicide

Leelah was a trans girl that left us in 2014. you can find more online",They / them & Xe / Xem (15yo),arson
342,♡-19,@yak_face So Disney going after fan made projects?,└A/➏➏➏/⛧/🈵/🏁,arson
343,Republic of Ireland ,Man jailed for role in ‘horrendous’ arson attack that left victim without ears https://t.co/qLsDUXLcld https://t.co/b18Gw9XksC,,arson
344,Roc | Memento Mori,i'm tired so i am gonna drink caffeine and see what happens,they/he/she 🦴 15 🦴 white,arson
345,han/rain ☠︎︎,@SW1TCHB4BE BAE PLS CAN WE COMMIT ARSON,she / they !! wifey ❦,arson
346,gosalyn,@TheEvilTriplet_ @K1NGOFDEMON wait i wanna commit arson too :[,funky duck rp acc for @wlwyrm,arson
347,𝑫𝒆𝒊𝒅𝒂𝒓𝒂 𝑶𝒇 𝑻𝒉𝒆 𝑨𝒌𝒂𝒕𝒔𝒖𝒌𝒊,Sounds like .. explosive arson time ? https://t.co/tjzzwwUiQI,⠀ ⠀ ⠀ ⠀ ⠀𓈑   𝙂𝙚𝙞𝙟𝙪𝙩𝙨𝙪 𝙬𝙖 𝘽𝙖𝙠𝙪𝙝𝙖𝙩𝙨𝙪 𝙙𝙖  ˖°࿐   ⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀,arson
348,joe blowme,@MayorFrey Unlike your prior commitment to protect your citizens from looting and arson,,arson
349,Louie Duck,@K1NGOFDEMON Wanna go commit arson?,Dewey is a rat,arson
350,★ NOVEMBER is semi-ia 🩹,if you won't commit arson w/me then you are not the one,THEY/THEM,arson
351,Mike Are,"@RodPa1914 @tynk121 @ShelbyTalcott In 1968 the Democrat Chicago Mayor Daley famously issued a shoot to kill order for arsonists during the DNC convention.  Nobody was shot, but the arson stopped.  Because he meant it. 

It won’t take too many dead looters for the problem to stop.",,arson
352,Yoko likes birbs 🐤,"i am tired, oyasumi, smoke crack do arson but don't blame it on me",I am a minor/ In my mind,arson
353,RMO #Trump2020 🇺🇸 88022 FOR TRUMP!!!!🇺🇸💕,"@2whltrvlr @realDonaldTrump ✋Me too! 
Maybe Trump can sign executive order that if violence, destruction theft and arson escalate to HIGH/terrorist levels across Country NATIONAL GUARD MUST GO IN AS NATIONAL EMERGENCY EVEN WITHOUT MAYOR/GOV APPROVAL.","New Jersey, USA",arson
354,ava :),@realelixerite i'm committing arson,15 • she/her • sweater weather,arson
355,Lawls - BLM - Comms Open,@Vee_Cosplay Arson but make it gay - promare,"Brisbane, Queensland - He/Him ",arson
356,Dora The Explorer,"School is putting too much stress on me and I’m ready to commit arson. So I quit, homework isn’t done but I am",In a jungle with boots,arson
357,wandering atheist,@Q13FOX looting and arson is the new normal in US or may be just in democratic rules states,BOM DXB SEA,arson
358,『𝕐𝕦𝕜𝕠』ᵉⁿ ᵉˡ ᵇᵘᶜˡᵉ ᶦⁿᶠᶦⁿᶦᵗᵒ ᵈᵉ ˡᵃ ᵖᵉʳᵈᶦᶜᶦᵒⁿ,"@Bullet_Arson excuse me, who is Leelah? i need to know more, and i'm sorry for her :(",Chile,arson
359,💧🐟Anj of Garigal,"Yes this would be wonderful to see across the country.

So refreshing to be represented by Zali in Warringah and not some party zombie who caves in and lies about arson like Sharma in Wentworth 
#OodgerooVotes #auspol #SpinProof https://t.co/ZU0omWjuMq","Sydney, New South Wales",arson
360,cass★ ⁷,@OM1KUNS IM COMMITTING ARSON THIS IS AMAZING,she/he - 16 - read carrd ★ 便利便利万歳 便利便利万歳便利便利万歳 人間ほらビリビリ怒らすか?ビリビリ怒らすか?ビリビリ怒らすか? 人間 ★ 文明病んで不安定未来は救われんホワイトハウス全世界に warning!!一切合切に 改革life ★,arson
361,Celia_And,@AllFrak The fact that arson was a go-to impulse suggests that perhaps I AM the horror movie,"Washington, DC",arson
362,typosos collab era,“I love committing arson it’s my favorite pass time” -amber,est. august 16th 2020,arson
363,Arson/Bullet || Xe/Squir/They || 55 days,"smile. smile. smile. 

Don't frown. Fake smiles.
Don't cry. Fake smiles.
That's what they want,
Smile wide, show your teeth. //part of a poem i wrote.",They / them & Xe / Xem (15yo),arson
364,sal,if arson was legal i’d be a much happier person,kicking harrys ass,arson
365,Charlton,@PhiladelphiaGov Oh look an edict from the leftist utopia of Philadelphia.  You let the rioters look and commit arson without any pushback. What’s wrong with you?  #BLM #DomesticTerrorists,,arson
366,^__^,@SMTOWNGLOBAL speak up or i will commit arson,,arson
367,𝐓𝐡𝐞 𝐔𝐥𝐭𝐢𝐦𝐚𝐭𝐞 𝐉𝐨𝐮𝐫𝐧𝐚𝐥𝐢𝐬𝐭! 🔞,"""Arson.""",,arson
368,Blood Mūn Man,Arson https://t.co/lPNXPgWS8i,Dream Dimension ,arson
369,aleh,https://t.co/sVY1jneJyK  PLEASE KEEP SHARING THIS 🙏🏼  it’s greatly appreciated https://t.co/Jh2Z6q9Eyy,yay area ,arson
370,Roc | Memento Mori,@lesbiphobia @pisslovers_ as she should,they/he/she 🦴 15 🦴 white,arson
371,GOP could have prevented this,"@mind_arson @AP Oh and Rudy Giuliani is his cybersecurity advisor.

Needed to go to a genius bar to unlock his phone.",,arson
372,JB,"Ok this is now lunacy. Whats happening in Philadelphia right now is demented. Riots (""peaceful protests"") involving looting, violence, arson, etc. Ive seen the vids &amp; pics. &amp; this starts because a man armed with a knife was shot by police? #Philidelphia #BlackLivesMatter #Antifa https://t.co/wUyQxpNMvc","Greenville, South Carolina",arson
373,✨🦊honey🦊✨,WHY ARE ALL OF MY MOOTS SO HOT ID COMMIT ARSON FOR ANY ONE OF YALL https://t.co/5sNssQrKCH,she/her,arson
374,𝑫𝒆𝒊𝒅𝒂𝒓𝒂 𝑶𝒇 𝑻𝒉𝒆 𝑨𝒌𝒂𝒕𝒔𝒖𝒌𝒊,"You know what we do when we hate it somewhere? 

Explosive arson. https://t.co/IBV4DySIU6",⠀ ⠀ ⠀ ⠀ ⠀𓈑   𝙂𝙚𝙞𝙟𝙪𝙩𝙨𝙪 𝙬𝙖 𝘽𝙖𝙠𝙪𝙝𝙖𝙩𝙨𝙪 𝙙𝙖  ˖°࿐   ⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀,arson
375,The Venice Current,"https://t.co/933u9AkIZ9

Arson investigators have been called to the scene. https://t.co/E0alM3tu1t",,arson
376,Arson/Bullet || Xe/Squir/They || 55 days,"god im so fucking annoying. i should never have told them anything was going on, they'd have been happier",They / them & Xe / Xem (15yo),arson
377,♡-19,"@AP Reminder that Trump cut funding to cyber security so Russia can have its way. 

https://t.co/JxkRR7opiJ",└A/➏➏➏/⛧/🈵/🏁,arson
378,Arson/Bullet || Xe/Squir/They || 55 days,"i

i think my friend might dislike me or something. i was venting, and they just wanted to make sure i was ok, and all i did was push them away. i'm not even good at letting ppl help me. god im so fucking stupid.",They / them & Xe / Xem (15yo),arson
379,TechForcePrime,"@tommychong Was it Trump supporters committing arson, rioting, and looting across this country for the last 150 days?",,arson
380,Arson/Bullet || Xe/Squir/They || 55 days,@Cxmxtxry_drxvx understandable lol,They / them & Xe / Xem (15yo),arson
381,Arson/Bullet || Xe/Squir/They || 55 days,"@Cxmxtxry_drxvx but also, i wanna know what it is",They / them & Xe / Xem (15yo),arson
382,Arson/Bullet || Xe/Squir/They || 55 days,@Cxmxtxry_drxvx why r u still up-,They / them & Xe / Xem (15yo),arson
383,Excess Elan,"@SheTalk2Much @artgeekTrish @maxtrail1 @HaesindangPark @BuzzFeedNews They should have been arrested, but the sheer scale of the BLM/antifa rioting, looting, arson, and casual violence this summer blew the drunken college idiots ""celebrating"" after a win totally out of the water.

Entire city blocks were destroyed.",,arson
384,driver,@peachypxrker too cliche commit arson instead,,arson
385,Devon.exe not found,tommy this haircut makes me want to commit arson- I MEAN POGCHAMP POG POGGERS WOOOOOOO https://t.co/U8YjyOMMks,Zimbabwe,arson
386,💜yukame(灬º^º灬)♡🖤Stan Muichiro And Iguro!!😤🔪💖,"I- i don't know what to think about that ep😳
Like..i inarizaki is so cool n everything but goddamit their supporters makes me want to commit an arson😤",🇨🇵 CrOisAnT🥖this an art acc,arson
387,GAVV AND ATLAS ANTI 🤬‼️,@rreyesreina @dizzymechanic yea did you finally commit arson 🥺 https://t.co/R1ZR74IxA4, minor | 💖💜💙,arson
388,gmk.julie,"@MarkADever Sorry, I was unaware of any *innocent* men getting killed. Would love for someone to site an example of the killing of one *innocent* person that has provoked recent geographically concentrated theft, arson and assault on other persons and properties.",,arson
389,𝘛𝘩𝘶𝘮𝘣𝘭𝘦𝘴𝘵𝘦𝘦𝘯; Electronic Vanguard,"@bryanarchyNOW @extra_sobriquet @petercoffin Why would I be afraid of them? I have survived a Neo-Nazi arson attack and organized against them for years. Neo-nazis tried to assassinate my father and they did not survive the encounter. I think you should be afraid, I'll be fine.",,arson
390,jennie ✰ 愛 | WINWIN DAY !!!,"skz: i comitted arson
avery: omg chan come here ily 🥺🥺",4TEEN✿,arson
391,Roc | Memento Mori,how much is studying for this really gonna help me? i'm just gonna cry cause i'm illiterate,they/he/she 🦴 15 🦴 white,arson
392,Spooky Kong,I’m going to commit arson then https://t.co/gQhhkrayAW,🎃🎃🎃,arson
393,jack o lantern loves naff ! ace week,@arson_rat idk let’s ask,lesbian ☆ white ☆ ENG/FRE/ITA,arson
394,elliot 🥺,"might commit arson, idk yet",no❤,arson
395,Roc | Memento Mori,@lesbiphobia does he get to know,they/he/she 🦴 15 🦴 white,arson
396,little colonial miss child,ugh when I was called to serve on that jury for a case involving arson and murder with machete 💕,"New York, USA",arson
397,生⁷⁷📌,"@kiwiyeoI live your life !!! egg his house, get some dick, commit arson❤️",ANY PRONOUNS%BUB ! 7TEEN ! 全てをかける それが答え 消せない もうこの胸の炎 例えこの身 焦がし燃え尽きるとしても 僕の辞書の中に STOPの検索結果がありません WHAT ## CARRD BYF!!!,arson
398,Daron,"@UN @amnesty #Armenians are being attacked and intimidated in France, Israel, Russia and Turkey. Their schools and churches have been subject to vandalism and arson in the #USA. The Turks intimidated the Armenians earlier this year in Beirut. When are you going to act? #Artsakh",Toronto,arson
399,♡Zahira𓆗🐇,@Bullet_Arson Okay then🥺💞,MINOR 14 ,arson
400,Arson/Bullet || Xe/Squir/They || 55 days,@Run_BunnyRun it was just scary was all. i'll be ok :),They / them & Xe / Xem (15yo),arson
401,Unidentified Hispanic Male,@nowthisnews Arson,Los Angeles,arson
402,heart 📌,"ive had enough of sm, its time to commit arson 🙂🔥",yuno's pocket,arson
403,rhythm heaven simp (sponsored by stu) NOT AJSEX ⸜⁄,@smollfryes @CrabGrieving @The_Gas_Man1 Arson,"New Jersey, USA",arson
404,toast,✨arson✨,,arson
405,cheyanne,@yourdaddyFBI how bout arson on the white house 😼,,arson
406,Roc | Memento Mori,@swaggymadiyes why not 💔,they/he/she 🦴 15 🦴 white,arson
407,🎃😱悪夢のカニNightmare Crab悪夢のカニ😱🎃,@smollfryes @The_Gas_Man1 Murder. Arson. Sexual Harassment.,"Rockville, MD",arson
408,FBI ➐,"@cheyanne_ew No, we like arson 🤍","Washington, DC",arson
409,cheyanne,@yourdaddyFBI i have 50 cents ignore why i searched up arson,,arson
410,♡Zahira𓆗🐇,"@Bullet_Arson I wouldn't worry about it 
I've had dreams kinda like that were peole ik died 
If u need to talk dm me",MINOR 14 ,arson
411,Diogenes_760,"@NYTnickc @DA_LarryKrasner @realDonaldTrump Yes.  Stick with looting, arson, and assault.  That is okay with Larry.",,arson
412,Maddie,nation arson sex wow ok https://t.co/IuA5L4tBGo,Unova ,arson
413,Abolish state violence,@edsbs I’m just going to imagine it’s an elaborate insurance scam. Arson is out! Big cat attacks are in!,"Morgantown, WV",arson
414,Ryan Sprouse,"#Breaking arrest in Arson case in Potomac MD John O’Donnell, 34, of Bensalem, PA, taken into custody in PA https://t.co/xFW25sgwyy","Washington, DC",arson
415,Pete Piringer,"Arson Arrest - Korman Dr, Potomac house fire - ARRESTED John O’Donnell, 34, of Bensalem, PA, taken into custody in PA charged with: Attempted 1st Degree Murder, Home Invasion, 1st Degree Arson, 1st Degree Burglary, 2nd Degree Arson, Reckless Endangerment, Malicious Destruction. https://t.co/kFf6jBPc9Z https://t.co/k4kdpT8WvV","Montgomery County, Maryland",arson
416,Ghost Cows with Ghost Guns,@RubinReport Start slow with some light vandalism. Like writing on someone's windshield with shoe polish. Then build up over the next week to full-blown arson of a shopping mall.,,arson
417,gibson apologist||ACAB||stop the romani genocide,C/w morgana arson https://t.co/TXhdKAqjQ8,"playing, witches heart,ff8",arson
418,stella! 🛴,my aesthetic is arson,she/her minor,arson
419,Chris Brincat,@tprstly Arson Famine Bastard. My debut album,Scotland,arson
420,Felispook 🔞,I'm gonna commit arson and never be seen again,Hell,arson
421,Mike Hunt,"@Hemansu @JoeBiden Fraud, arson, looting, typical words associated with the Democratic Party","Oregon, USA",arson
422,YUNG TAX EVASION,"Nelson a.k.a walter the dog has been arrested for commiting arson his response ""i like fire truck"" https://t.co/rtNFZAljwJ",,arson
423,emma,@jackbrooks01 @V_Perjury ARSON?? IS ARSON THE CRIME YOURE SPEAKING OF,blm - she/her,arson
424,genny,if one (1) more person texts me about voting i'm going to commit arson,pronouns: they/them,arson
425,🌧️Megan and Meeks🌧️,@SamBlackHeart97 Arson?,Washington State,arson
426,School Money,Watch now: Eureka College students get fired up over hands-on arson investigation - The Pantagraph https://t.co/7AN7ziAhAi https://t.co/hf4oHoYEX5,Los Angeles,arson
427,Esquire*Attire,Sale $6.36 https://t.co/eNJxER3Rez Johnn Arson Men Dress #tie Polyester Blue Stripes https://t.co/LhiTYUD9qi,United States,arson
428,PINGU DAY,@iIovediluc makes me want to commit arson,,arson
429,Vics Vapor Rub,@catmaiddream Well now we HAVE to commit arson,Somewhere,arson
430,Arfan,"@pussycigar Divor Prostate Arson
I don't know what the first two mean but ok",,arson
431,JCBliss,"By ""unrest,"" what you really mean is, ""rampant lawlessness - rioting, looting, arson, assault, robbery, vandalism and general anarchy."" Right?

Oh, wait...that's not the woke way to say it. https://t.co/iwRPtQj4RT",Northern California,arson
432,@Anna Montoya398,"Looting really stealing, destruction of neighborhood stores, arson(that's what setting fires is)
He wasn't shot due to color, butcher knife in hand advancing police. Surprise he did prison time for rape &amp; waiting to ag-assault w/gun. He has record of violence it pops on screens.","North Carolina, USA",arson
433,手御,@kurapissa 😳😳😳 now take my hand we goin to commit arson 😳😳😳,la de da de da de day oh,arson
434,kaitlyn loves char ♫,who wants to commit serial arson with me,,arson
435,‍𓏲 𝓢̲𝒊𝒈𝒖𝒓𝒅 𝒐𝒇 𝓒𝒉𝒂𝒍𝒑𝒉𝒚 ˚ ༘ ˖,"And that leads to arson ?
You mustn’t play with fire.
You’ll get burned.. https://t.co/4gdiTUAIEq",· ࣪ ⬫ 𓂃 𓄼  20+ 𝗺𝐚𝐭𝐮𝐫𝐞 𝐭𝐡𝐞𝗺𝐞𝐬  ╱  ⧉  𝑭𝑰𝑹𝑬 𝑬𝑴𝑩𝑳𝑬𝑴 ༉‧₊˚✧ + ˖☽ 𝑎𝑑𝑜𝑟𝑒𝑑 𝑏𝑦 𝓶𝑖𝑛𝑒𝑟𝑣𝑎 ⠀┊ ⠀ ݁ . ♡. ꫂ  ݁ •⠀#benjisimp,arson
436,han ☁️ buying ban,I'm ready to commit arson if mnet casts rookie groups,,arson
437,Chuck King,"@NBCPhiladelphia These people commit arson, vandalize property and steal...but I'm sure they will obey the curfew.",Southern NJ,arson
438,‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ✧┊𝙍𝙤𝙬𝙖𝙣,"⠀⠀⠀⠀⠀
      ⠀Took the words right out of my mouth, first an arson, then way more.
⠀⠀⠀ https://t.co/RHpCKxRrx2",└➤ 𝑷𝑬𝑬𝑹𝑳𝑬𝑺𝑺 𝑷𝑹𝑰𝑵𝑪𝑬,arson
439,The Sun Nigeria,"106 nabbed for arson, looting in Edo - https://t.co/QHzDFXK2a7 https://t.co/df0H7p58hf",Nigeria,arson
440,GHOSTY 💥,Thinking about comitting arson /j,"minor ,  lvl 13",arson
441,Malik Ismail,None of the workers are wearing masks either g. Who tryna go on a arson spree?,"Chicago, IL",arson
442,🍓シ-デ BLM,"@ALongSlowScrew the police to abtin when they arrest them for commiting arson and they're excuse is ""some girl on the internet told them to"" https://t.co/umEwlrBi9C",,arson
443,Melissa 🍝,"Arson bone drown

Well alllllrighty then https://t.co/BAiDbkx9XC","Ontario, Canada",arson
444,Aliusx1,Liked on YouTube: Whatcha burnin? antifa bbq fire art peaceful arson https://t.co/FJJaxYBSja,NC Way Of Detroit!,arson
445,Robin Garwood,"Jeremiah is right: this is a dog whistle. And not just about the Northside. About the West Bank, too. About Seward. 

And it's an act of virtual arson. Kroll is perfectly happy to douse the blaze of distrust between the people and the police with gasoline.",,arson
446,Louis Matteo,"@nytimes did someone at the NYT'S say something really stupid. That reporting on looting and arson in Philadelphia is somehow being over sensationalized by ""right wingers"". 
So lying about the guy having a knife
Somehow clears your conscious?",,arson
447,kokichi but he is a cat boy and loves you💜⁷,Commits arson cutely,admin: they/them,arson
448,🐜 ant,the fact that there is no flag for lesbians who love kagamine rin i'm going to create my own and then commit arson,fuck shit up!!!!!,arson
449,ᴮᴱ Dani⁷ 🌸💜,@Artsy_Leadle 👁👄👁🔪 let’s commit arson to your stupid school 👁👄👁🔪🔪🔪🔥🔥🔥🔥🔥🔥☄️☄️☄️☄️🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥☄️🔥☄️🔥☄️🔥☄️🚒,~3~,arson
450,𝔸𝕧𝕖𝕣𝕤𝕒,"Perfect, my little lemon drop. 
What should our first criminal act be? 

Start at Arson and work our way up? https://t.co/cS1VxoSUwu",,arson
451,🎃 Rei 👻 ranpo's cumsock 🎃,someone talk to me before i commit arson,| she/her | 19 |,arson
452,ryleigh🎃,if me and my future boyfriend don’t go around committing arson i don’t want it,"the bathroom floor, crying",arson
453,﹐𝓛UCI﹙FER﹚O ♚,| im too tired for “”more”” yike. but she was a princess thinking of ways to perfect her piano skills and the world around her. he was a self-proclaimed prince with initial arson keen https://t.co/QGiKBehatB,clink ，clink ﹫ he / him ! ⚜️,arson
454,han/rain ☠︎︎,WTF 😐 we have literally tweeted and dmed so much abt arson and murdering people w machetes. WHY THIS ? https://t.co/851rrVRzn4,she / they !! wifey ❦,arson
455,🎃Dood,@simpingboisinc @popcornblade I would commit arson for them,,arson
456,mara ♡,"@thxrapeutic you’ve tweeted sm abt arson and they choose,, this tweet,, to sus yu for",im 14 !! ♡ h ♡ a ♡ j,arson
457,claire 🦋,@C4TBOYSKEPPY we haven’t talked very much... let’s change that ! i really love ur account its very satisfying to me. you seem really sweet and funny though ! also cant wait to commit arson together 😎,she/her,arson
458,Living Red in Deep Blue,"This is why people need to vote in person
#mostimportantelectionever
#RiggedElection
#VoteInPerson https://t.co/pCU4KYESBv",,arson
459,grace hates you,im committing arson! why tf isnt Jesse back to life? why the hell does Barbara get brought back but not Jesse?? https://t.co/yjLEEfPmlV,,arson
460,Nervous Neanderthal,"@thehill Meanwhile, actual arson, rioting, looting, and attacks on police in our cities most nights. By BLM &amp;
Antifa. But ignore the facts. Instead let's focus on the theoretical.",Pleistocene,arson
461,🇺🇸Pat Mahoney🇺🇸,"I’m watching a video clip of the looting in Philadelphia. I’m wondering how these people get away with vandalism, robbery and arson? Didn’t people used to be arrested and serve jail time for this type of behavior?
WHEN DID CRIME BECOME LEGAL?",USA,arson
462,Pat Og,"@Alaba589 Arson,","Lagos, Nigeria",arson
463,lilac the bee :),@lilldream Take me with you we'll be arson buddies 😌,Denmark,arson
464,marie²⁸◟̽◞̽'s lexi and ryan☀️||VOTE BLUE.,guys I promise I wont actually commit arson pls believe me :/,the kitchen in gusteau's,arson
465,Pacificrk,"Do ALL Black Lives Matter to #BLM, even Arsonists that set Ballot Drop Boxes on fire? Boston Arsonist Sets Ballot Box On Fire #Arson #Elections #ElectionTampering https://t.co/Ml7Me3Y2Zp via @gatewaypundit",,arson
466,⚜ • Viper,Imma commit arson,,arson
467,IM A PROUD REPUBLICAN!💝🇺🇸🗽🇮🇱,"I am so damn sick and tired of these black folks using violence, stealing and arson in the name of ""justice"" for blacks that break the law!! If you're so angry about your ""bro"" go rob your freaking sister and burn down your mother's house!!😡😡",GEORGIA,arson
468,mac luvs karl :) || always missing karl,"i love karl so much 

but if someone calls him a homophobic slur for dyeing his hair pink
i simply will commit arson &amp; make sure no one figures out what happened 🙂 /hj",,arson
469,Are You Woke,"@TheDemocrats Democrats have defunded the police, allowed riots, looting and arson in their cities, denied poor kids the right to go to Charter Schools to help them get out of poverty, allowed their pension funds to become dangerously underfunded, etc. Why vote Democrat???",,arson
